Pathway,AMCF,genes
GPCR_Pathway,1.0,AATK ADCY1 ADCY2 ADCY3 AKT1 ALK ANGPTL6 AREG ARHGEF1 ARHGEF10 ARHGEF11 ARHGEF12 ARHGEF15 ARHGEF16 ARHGEF2 ARHGEF3 ARHGEF4 ARHGEF5 ARHGEF6 ARHGEF7 ARHGEF9 ATF4 AXL BCL10 BDNF BMP1 BMP10 BMP2 BMP3 BMP4 BMP5 BMP6 BMP7 BMP8A BRAF BTC CALM1 CALM2 CALM3 CARD10 CDC42 CHUK CLEC11A CREB1 CREB3 CREB3L4 CRK CSF1R CTGF CXCL12 DDR1 DDR2 DIRAS3 EGF EGFR ELK1 EPHA1 EPHA2 EPHA3 EPHA4 EPHA5 EPHA7 EPHA8 EPHB1 EPHB2 EPHB2 EPHB3 EPHB4 EPHB6 EPOR ERBB3 ERBB4 FGF1 FGF10 FGF11 FGF12 FGF13 FGF14 FGF16 FGF17 FGF18 FGF19 FGF2 FGF20 FGF21 FGF22 FGF23 FGF4 FGF5 FGF6 FGF7 FGF8 FGFR1 FGFR2 FGFR3 FGFR4 FIGF FLT1 FLT3 FLT4 FOS GAS1 GAS2 GAS6 GAS8 GDF1 GDF10 GDF15 GDF2 GDF5 GDF6 GDF9 GFER GH1 GH2 GHRH GMFG GNA11 GNA12 GNA13 GNA14 GNA15 GNAI1 GNAI2 GNAI3 GNAQ GNAS GNB1 GNB2 GNB3 GNB4 GNB5 GNG2 GNG3 GNG4 GNRH1 GNRH2 GPC6 GPR119 GRB2 HDGF HGF HRAS IGF1 IGF1R IGF2 IGF2AS IKBKB IKBKE IKBKG IL2 IL3 IL6 IL9 INSR INSRR ITPR1 ITPR2 ITPR3 JUN KDR KIT KITLG KLF10 KRAS LEFTY1 LEFTY2 LHB LIFR LMTK2 LMTK3 LTBP1 LTBP2 LTBP3 LTBP4 MAP2K1 MAP2K2 MAP2K3 MAP2K4 MAP2K5 MAP2K6 MAP2K7 MAP3K1 MAP3K2 MAP3K3 MAP3K4 MAP3K5 MAPK1 MAPK10 MAPK11 MAPK12 MAPK13 MAPK14 MAPK3 MAPK6 MAPK7 MAPK8 MAPK9 MCF2L MDK MERTK MET MRAS MST1R MUSK NET1 NFAT5 NFATC1 NFATC2 NFATC3 NFATC4 NFKB1 NFKB2 NFKBIA NFKBIB NFKBIE NGF NRAS NRG1 NRG2 NRG3 NRG4 NTF3 NTF4 NTRK1 NTRK2 NTRK3 NUDT6 OGN P2RY13 PAK1 PAK2 PAK3 PAK4 PAK6 PAK7 PDGFA PDGFB PDGFC PDGFD PDGFRA PDGFRB PENK PGF PIK3C2A PIK3C2B PIK3C2G PIK3C3 PIK3CA PIK3CB PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4 PIK3R5 PLCB1 PLCB2 PLCB3 PLCB4 PPAP2B PPBP PPP3CA PPP3CB PPP3CC PPP3R1 PPP3R2 PRKACA PRKACB PRKACG PRKAR1A PRKAR1B PRKAR2A PRKAR2B PRKCA PRKCB PRKCD PRKCE PRKCG PRKCH PRKCI PRKCQ PRKCZ PRKD1 PRKD3 PROK1 PSIP1 PTK2 PTK2B PTK7 PTN PXN RAC1 RAC2 RAC3 RAF1 RAP1A RAP1B RAPGEF3 RAPGEF4 REL RELA RELB RET RHOA RHOB RHOC RHOD RHOG RHOH RND2 RND3 ROCK1 ROCK2 ROR1 ROR2 ROS1 RRAS RRAS2 RYK SEMA3A SEMA4B SEMA4G SEMA5A SHC1 SHC2 SHC3 SOS1 SOS2 SPON1 SRC SRF STAT1 STAT2 STAT3 STAT4 STAT5A STAT5B STAT6 TBRG1 TDGF1 TEK TGFA TGFB1 TGFB2 TGFB3 THPO TIE1 TIMP1 TIMP2 TIMP3 TIMP4 TYMP TYRO3 UTS2 VEGFA VEGFB VEGFC 
GPCR_Pathway_Gene_Expression,0.0,ATF4 CHUK CREB1 CREB3 CREB3L4 ELK1 FOS IKBKB IKBKE IKBKG JUN MAP2K1 MAP2K2 MAP2K3 MAP2K4 MAP2K5 MAP2K6 MAP3K1 MAP3K2 MAP3K3 MAP3K4 MAP3K5 MAPK1 MAPK10 MAPK11 MAPK12 MAPK13 MAPK14 MAPK6 MAPK7 MAPK8 MAPK9 NFAT5 NFATC1 NFATC2 NFATC3 NFATC4 NFKB1 NFKB2 NFKBIA NFKBIB NFKBIE PAK1 PAK2 PAK3 PAK4 PAK6 PAK7 PRKACA PRKACB PRKACG PRKAR1A PRKAR1B PRKAR2A PRKAR2B REL RELA RELB ROCK1 ROCK2 SRF STAT1 STAT2 STAT3 STAT4 STAT5A STAT5B STAT6 
Growth_Hormone_Pathway,1.0,CEBPB CEBPD ELK1 GH1 GH2 GHR IGF1 IGF1R IGF2 IRS1 JAK2 MAPK1 MAPK10 MAPK11 MAPK12 MAPK13 MAPK14 MAPK3 MAPK4 MAPK6 MAPK7 MAPK8 MAPK9 PDPK1 PIK3C2A PIK3C2B PIK3C2G PIK3C3 PIK3CA PIK3CB PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R3 PIK3R4 PIK3R5 PLCG1 PLCG2 PRKCA PRKCB PRKCD PRKCE PRKCG PRKCH PRKCI PRKCQ PRKCZ PRKD1 PRKD3 PTPN6 RPS6KA1 RPS6KA2 RPS6KA3 RPS6KA4 RPS6KA6 SLC2A4 SOCS1 SOCS2 SOCS3 SOCS4 SOCS5 SRF STAT1 STAT3 STAT5A STAT5B 
Growth_Hormone_Pathway_Cell_survival,0.0,IGF1 IGF1R PDPK1 
Growth_Hormone_Pathway_Gene_Expression,0.0,CEBPB CEBPD ELK1 GH1 GH2 GHR JAK2 MAPK1 MAPK10 MAPK11 MAPK12 MAPK13 MAPK14 MAPK3 MAPK4 MAPK6 MAPK7 MAPK8 MAPK9 PIK3C2A PIK3C2B PIK3C2G PIK3C3 PIK3CA PIK3CB PIK3CD PIK3R1 PIK3R1 PIK3R3 PIK3R4 PIK3R5 PLCG1 PLCG2 RPS6KA1 RPS6KA2 RPS6KA3 RPS6KA4 RPS6KA6 SRF STAT1 STAT3 STAT5A STAT5B 
Growth_Hormone_Pathway_Glucose_Uptake,0.0,CEBPB CEBPD ELK1 GH1 GH2 GHR IGF1 IGF1R IGF1R IGF2 IRS1 JAK2 MAPK1 MAPK10 MAPK11 MAPK12 MAPK13 MAPK14 MAPK3 MAPK4 MAPK6 MAPK7 MAPK8 MAPK9 PDPK1 PIK3C2A PIK3C2A PIK3C2B PIK3C2B PIK3C2G PIK3C2G PIK3C3 PIK3C3 PIK3CA PIK3CA PIK3CB PIK3CB PIK3CD PIK3CD PIK3R1 PIK3R1 PIK3R2 PIK3R2 PIK3R3 PIK3R4 PIK3R4 PIK3R5 PIK3R5 PLCG1 PLCG2 PRKCA PRKCB PRKCD PRKCE PRKCG PRKCH PRKCI PRKCQ PRKCZ PRKD1 PRKD3 PTPN6 RPS6KA1 RPS6KA2 RPS6KA3 RPS6KA4 RPS6KA6 SLC2A4 SOCS1 SOCS2 SOCS3 SOCS4 SOCS5 SRF STAT1 STAT3 STAT5A STAT5B 
Growth_Hormone_Pathway_Protein_Synthesis,0.0,IGF1 IGF1R 
GSK3_Pathway,1.0,AATK AKT1 ALK ANGPTL6 APC AREG AXIN1 AXL BDNF BMP1 BMP10 BMP15 BMP2 BMP3 BMP4 BMP5 BMP6 BMP7 BMP8A BTC BTRC CDH1 CDH10 CDH11 CDH12 CDH13 CDH15 CDH16 CDH17 CDH18 CDH19 CDH2 CDH20 CDH22 CDH23 CDH24 CDH26 CDH3 CDH4 CDH5 CDH6 CDH7 CDH8 CDH9 CLEC11A CREBBP CSF1R CSNK1A1 CSNK1D CSNK1E CSNK1G1 CSNK1G2 CSNK1G3 CSNK2A1 CSNK2A2 CTBP1 CTBP2 CTGF CTNNB1 CXCL12 DCHS1 DDR1 DDR2 DVL1 EGF EGFR EIF2A EIF2AK3 EIF2AK4 EIF2B1 EIF2B2 EIF2B3 EIF2B4 EIF2B5 EIF2C1 EIF2C2 EIF2S1 EIF2S2 EIF2S3 EPHA1 EPHA2 EPHA3 EPHA4 EPHA5 EPHA7 EPHA8 EPHB1 EPHB2 EPHB3 EPHB4 EPHB6 EPOR ERBB2 ERBB3 ERBB4 FGF1 FGF10 FGF11 FGF12 FGF13 FGF14 FGF16 FGF17 FGF18 FGF19 FGF2 FGF20 FGF21 FGF22 FGF23 FGF4 FGF5 FGF6 FGF7 FGF8 FGFR1 FGFR2 FGFR3 FGFR4 FIGF FLT1 FLT3 FLT4 FRAT1 FRAT2 FZD1 FZD10 FZD2 FZD3 FZD4 FZD5 FZD6 FZD7 FZD8 FZD9 GAS1 GAS2 GAS6 GAS8 GDF1 GDF10 GDF15 GDF2 GDF5 GDF6 GDF9 GFER GH1 GH2 GHRH GMFG GNAO1 GNAQ GNRH1 GNRH2 GPC6 GSK3A GSK3B HDGF HGF HRAS IGF1 IGF1R IGF2 IGF2AS IL2 IL3 IL4 IL6 IL9 INSR INSRR KDR KIT KITLG KLF10 KRAS LEF1 LEFTY1 LEFTY2 LHB LIFR LMTK2 LMTK3 LTBP1 LTBP2 LTBP3 LTBP4 MAPK1 MAPK10 MAPK11 MAPK12 MAPK13 MAPK14 MAPK3 MAPK4 MAPK6 MAPK7 MAPK8 MAPK9 MDK MERTK MET MRAS MST1R MUSK NGF NRAS NRG1 NRG2 NRG3 NRG4 NTF3 NTF4 NTRK1 NTRK2 NTRK3 NUDT6 OGN PCDHGA12 PDGFA PDGFB PDGFC PDGFD PDGFRA PDGFRB PENK PGF PIK3C2A PIK3C2B PIK3C2G PIK3C3 PIK3CA PIK3CB PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4 PIK3R5 PPAP2B PPBP PPP2CA PPP2CB PPP2R1A PPP2R1B PPP2R2A PPP2R2B PPP2R2C PPP2R3A PPP2R3B PPP2R3B PPP2R4 PPP2R5A PPP2R5B PPP2R5C PPP2R5E PROK1 PSIP1 PSMA1 PSMA2 PSMA3 PSMA4 PSMA5 PSMA6 PSMA7 PSMB1 PSMB10 PSMB2 PSMB3 PSMB4 PSMB5 PSMB6 PSMB7 PSMB8 PSMB9 PSMC1 PSMC2 PSMC3 PSMC4 PSMC5 PSMC6 PSMD1 PSMD2 PSMD3 PSMD4 PSMD5 PSMD6 PSMD7 PTK7 PTN RET ROR1 ROR2 ROS1 RPS6KA1 RPS6KA3 RRAS RRAS2 RYK SEMA3A SEMA4B SEMA4G SEMA5A SPON1 TBRG1 TCF7 TDGF1 TEK TGFA TGFB1 TGFB2 TGFB3 THPO TIE1 TIMP1 TIMP2 TIMP3 TIMP4 TLE1 TLE2 TLE3 TYMP TYRO3 UBB UBC UBD UTS2 VEGFA VEGFB VEGFC WNT1 WNT10A WNT10B WNT11 WNT16 WNT2 WNT2B WNT3 WNT3A WNT4 WNT5A WNT5B WNT6 WNT7A WNT7B WNT8A WNT8B WNT9A WNT9B 
GSK3_Pathway_Degradation,0.0,APC AXIN1 BTRC CTNNB1 GSK3A GSK3B PSMA1 PSMA2 PSMA3 PSMA4 PSMA5 PSMA6 PSMA7 PSMB1 PSMB10 PSMB2 PSMB3 PSMB4 PSMB5 PSMB6 PSMB7 PSMB8 PSMB9 PSMC1 PSMC2 PSMC3 PSMC4 PSMC5 PSMC6 PSMD1 PSMD2 PSMD3 PSMD4 PSMD5 PSMD6 PSMD7 UBB UBC UBD 
GSK3_Pathway_Gene_Expression,0.0,CREBBP CTBP1 CTBP2 CTNNB1 LEF1 PPP2CA PPP2CB PPP2R1A PPP2R1B PPP2R2A PPP2R2B PPP2R2C PPP2R3A PPP2R4 PPP2R5A PPP2R5B PPP2R5C PPP2R5D PPP2R5E TCF7 TLE1 TLE2 TLE3 UBB UBC UBD 
GSK3_Pathway_Translation,0.0,APC AXIN1 CTNNB1 EIF2A EIF2AK3 EIF2AK4 EIF2B1 EIF2B2 EIF2B3 EIF2B4 EIF2B5 EIF2C1 EIF2C2 EIF2S1 EIF2S2 EIF2S3 GSK3A GSK3B 
G_protein_signaling_Cross_talk_between_Ras_family_GTPases,1.0,AKT3 ARHGAP5 BRAF CDC42 HRAS MCF2L MRAS PDPK1 PIK3CD PRKCSH RAC1 RAF1 RALA RALBP1 RALGDS RAP1A RAPGEF5 RASA1 RHOA TIAM1 
Hedgehog_Pathway,1.0,CCNB1 CREBBP DHH DYRK1A GAS1 GLI1 GLI2 GLI3 HHIP IGF2 IHH POLD1 PTCH1 PTCH2 RAB23 SAP18 SHH SIN3A SKI SMO STK36 SUFU 
Hedgehog_Pathway_Repression_of_target_genes.Hh.BMP.,0.0,GLI1 STK36 SUFU TUBA3C TUBA4A TUBA4B TUBA8 TUBB1 TUBB2A TUBB2B TUBB31 TUBB4A TUBB4B TUBB6 TUBB7P TUBD1 TUBE1 TUBG1 TUBG2 TUBGCP2 TUBGCP3 TUBGCP5 TUBGCP6 
Hedgehog_Pathway_Target_genes.WNT.Ptc.BMP.,0.0,CREBBP GLI1 STK36 SUFU 
HGF_Pathway,1.0,AKT1 AKT2 AKT3 CDC42 CDK6 CDKN1B CRKL DOCK1 ELK1 ETS1 ETS2 FOS GAB1 GRB2 HGF HRAS ITGA1 ITGA10 ITGA11 ITGA2 ITGA2B ITGA3 ITGA4 ITGA5 ITGA6 ITGA7 ITGA8 ITGA9 ITGAD ITGAE ITGAL ITGAM ITGAV ITGAX ITGB1 ITGB2 ITGB3 ITGB4 ITGB5 ITGB6 ITGB7 ITGB8 JUN KRAS MAP2K1 MAP2K2 MAP2K4 MAP2K7 MAP3K1 MAP3K2 MAP3K3 MAP3K4 MAP3K5 MAPK1 MAPK10 MAPK3 MAPK8 MAPK9 MET MRAS NRAS PAK1 PIK3R1 PIK3R2 PIK3R3 PIK3R4 PIK3R5 PLCG1 PLCG2 PRKCA PRKCB PRKCG PTGS2 PTK2 PTK2B PXN RAC1 RAF1 RAP1A RAP1B RAPGEF1 RB1 RRAS RRAS2 SOS1 SOS2 STAT3 
HGF_Pathway_Anoikis,0.0,AKT1 AKT2 AKT3 ELK1 ETS1 ETS2 FOS GAB1 GRB2 HGF JUN MET PAK1 PIK3C2B PIK3C2G PIK3C3 PIK3CA PIK3CB PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4 PIK3R5 PLCG1 PLCG2 PTGS2 SOS1 SOS2 STAT3 
HGF_Pathway_Cell_adhesion.ell_mirgation,0.0,ITGA1 ITGA10 ITGA11 ITGA2 ITGA2B ITGA3 ITGA4 ITGA5 ITGA6 ITGA7 ITGA8 ITGA9 ITGAD ITGAE ITGAL ITGAM ITGAV ITGAX ITGB1 ITGB2 ITGB3 ITGB4 ITGB5 ITGB6 ITGB7 ITGB8 PTK2 PTK2B PXN RAP1A RAP1B RAPGEF1 
HGF_Pathway_Cell_cycle_progression,0.0,CDK6 CDKN1B ELK1 ETS1 ETS2 FOS JUN RB1 STAT3 
HGF_Pathway_Cell_polarity.motility,0.0,CDC42 RAC1 
HGF_Pathway_Cell_scattering,0.0,AKT1 AKT2 AKT3 GAB1 GRB2 HGF MET PIK3C2A PIK3C2B PIK3C2G PIK3C3 PIK3CA PIK3CB PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4 PIK3R5 PLCG1 PLCG2 SOS1 SOS2 
HGF_Pathway_Cell_survival,0.0,AKT1 AKT2 AKT3 GAB1 GRB2 HGF MET PIK3C2A PIK3C2B PIK3C2G PIK3C3 PIK3CA PIK3CB PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4 PIK3R5 PLCG1 PLCG2 SOS1 SOS2 
HGF_Pathway_IP3_pathway,0.0,GAB1 GRB2 HGF MET PIK3C2A PIK3C2B PIK3C2G PIK3C3 PIK3CA PIK3CB PIK3CD PIK3R1 PIK3R2 PIK3R3 PIK3R4 PIK3R5 PLCG1 PLCG2 SOS1 SOS2 
HGF_Pathway_PKC_pathway,0.0,PRKCA PRKCB PRKCG 
HIF1Alpha_Pathway,1.0,APEX1 ARNT ATF4 CDKN2A COPS5 CREB1 CREB3 CREB3L4 CREBBP CUL2 EDN1 EGLN1 EGLN2 EP300 EPO FIGF HIF1A HIF1AN HNF4A HSP90AA1 HSPA1A HSPA1B JUN LDHA MAP2K3 MAP2K6 MAPK1 MDM2 NANOS3 NCOA1 PER1 PSMA7 RBX1 SLC2A1 SLC2A10 SLC2A11 SLC2A12 SLC2A2 SLC2A3 SLC2A4 SLC2A5 SLC2A6 SLC2A7 TCEB1 TCEB2 TCP1 TP53 UBB UBC UBD VEGFA VEGFB VEGFC VHL 
HIF1Alpha_Pathway_Gene_Expression,0.0,ARNT ATF4 COPS5 CREB1 CREB3 CREB3L4 CREBBP EP300 HIF1A HNF4A HSP90AA1 JUN MAPK1 NCOA1 PER1 
HIF1Alpha_Pathway_HIF1alpha_degradation,0.0,CUL2 HIF1A MDM2 PSMA7 RBX1 TCEB1 TCEB2 TP53 UBB UBC UBD VHL 
HIF1Alpha_Pathway_NOS_pathway,0.0,ARNT ATF4 CREB1 CREB3 CREB3L4 CREBBP EP300 HIF1A HNF4A JUN NANOS3 NCOA1 PER1 
HIF1Alpha_Pathway_p53_Hypoxia_pathway,0.0,APEX1 CUL2 EGLN1 EGLN2 HIF1A MDM2 RBX1 TCEB1 TCEB2 TP53 UBB UBC UBD VHL 
HIF1Alpha_Pathway_Pyruvate,0.0,ARNT ATF4 COPS5 CREB1 CREB3 CREB3L4 CREBBP EP300 HIF1A HSP90AA1 HSPA1A JUN MAPK1 NCOA1 PER1 
HIF1Alpha_Pathway_VEGF_pathway,0.0,ARNT COPS5 CREB1 CREB3 CREB3L4 CREBBP EP300 FIGF HIF1A HNF4A JUN NCOA1 PER1 VEGFA VEGFB VEGFC 
Hypoxia_induced_EMT_in_cancer_and_fibrosis_3,1.0,CDH1 CTGF ETS1 HIF1A LOX LOXL2 NOTCH1 SNAI1 TWIST1 
Hypoxia_induced_EMT_in_cancer_and_fibrosis_4,0.0,CDH1 CTGF ETS1 HIF1A LOX LOXL2 NOTCH1 SNAI1 TWIST1 
Hypoxia_induced_EMT_in_cancer_and_fibrosis_5,0.0,CDH1 CTGF ETS1 HIF1A LOX LOXL2 NOTCH1 SNAI1 TWIST1 
Hypoxia_induced_EMT_in_cancer_and_fibrosis_6,0.0,CDH1 CTGF ETS1 HIF1A LOX LOXL2 NOTCH1 SNAI1 TWIST1 
IGF1R_Signaling_Pathway,1.0,AKT1 AKT2 AKT3 ARAF ATF4 BAD BRAF CACNA1A CACNA1B CACNA1C CACNA1D CACNA1E CACNA1F CACNA1G CACNA1H CACNA1I CACNA1S CACNA2D1 CACNA2D2 CACNA2D3 CACNA2D4 CACNB1 CACNB2 CACNB3 CACNB4 CACNG1 CACNG2 CACNG3 CACNG4 CACNG5 CACNG6 CACNG7 CACNG8 CALM1 CALM2 CALM3 CAMK1 CAMK1G CAMK2A CAMK2B CAMK2D CAMK2G CAMK4 CASP9 CHUK CREB1 CREB3 CREB3L4 CRK EIF2B1 EIF2B2 EIF2B3 EIF2B4 EIF2B5 EIF4E ELK1 FOXO3 GRB2 GSK3B GYS1 GYS2 HRAS IGF1 IGF1R IGF2 IKBKB IKBKE IKBKG IRS1 IRS2 IRS4 ITPR1 ITPR2 ITPR3 KRAS MAP2K1 MAP2K2 MAPK1 MAPK3 MEF2A MEF2B MEF2C MEF2D MRAS MTOR NFAT5 NFATC1 NFATC2 NFATC3 NFATC4 NFKB1 NFKBIA NFKBIB NFKBIE NRAS PDPK1 PIK3R1 PIK3R2 PIK3R3 PIK3R4 PIK3R5 PLCB1 PLCB2 PLCB3 PLCB4 PLCD1 PLCD3 PLCD4 PLCE1 PLCG1 PLCG2 PLCZ1 PPP3CA PPP3CB PPP3CC PPP3R1 PPP3R2 PRKCI PRKCZ PTEN RAF1 RAPGEF1 RPS6 RPS6KB1 RRAS RRAS2 SLC2A4 SOS1 SOS2 YWHAB YWHAE YWHAG YWHAH YWHAQ YWHAZ 
IGF1R_Signaling_Pathway_Cell_Survival,0.0,AKT1 AKT2 AKT3 ATF4 CAMK1G CAMK2A CAMK2B CAMK2D CAMK2G CAMK4 CREB1 CREB3 CREB3L4 FOXO3 MAPK1 MAPK3 MEF2A MEF2C MEF2D NFAT5 NFATC1 NFATC2 NFATC3 NFATC4 NFKB1 NFKBIA NFKBIB NFKBIE PPP3CA PPP3CB PPP3CC PPP3R1 PPP3R2 YWHAB YWHAE YWHAG YWHAH YWHAQ YWHAZ 
IGF1R_Signaling_Pathway_Glucose_Uptake,0.0,AKT1 AKT2 AKT3 PRKCI SLC2A4 
IGF1R_Signaling_Pathway_Glycogen_Synthesis,0.0,GSK3B GYS1 GYS2 PDPK1 
IGF1R_Signaling_Pathway_IKB_Degradation,0.0,AKT1 AKT2 AKT3 CHUK IKBKB IKBKE IKBKG NFKB1 NFKB2 NFKBIA NFKBIB NFKBIE REL RELA RELB 
IGF1R_Signaling_Pathway_Protein_Synthesis,0.0,EIF2B1 EIF2B2 EIF2B3 EIF2B4 EIF2B5 GSK3B MTOR PDPK1 RPS6 RPS6KB1 
ILK_Pathway,1.0,AATK ACAN ACTA1 ACTA2 ACTB ACTG1 ACTG2 ACTN1 ACTN2 ACTN3 ACTN4 AKT1 AKT2 AKT3 ALK ANGPTL6 AREG ARHGEF6 ATF1 ATF2 ATF3 ATF4 ATF5 ATF6 ATF7 AXL BAD BCAR1 BDNF BMP1 BMP10 BMP2 BMP3 BMP4 BMP5 BMP6 BMP7 BMP8A BTC C2orf3 CASP3 CASP9 CCND1 CDC42 CDH1 CDH10 CDH11 CDH12 CDH13 CDH15 CDH16 CDH17 CDH18 CDH19 CDH2 CDH20 CDH22 CDH23 CDH24 CDH26 CDH3 CDH4 CDH5 CDH6 CDH7 CDH8 CDH9 CEBPB CFL1 CFL2 CHUK CLEC11A COL10A1 COL11A1 COL11A2 COL12A1 COL13A1 COL14A1 COL15A1 COL16A1 COL17A1 COL18A1 COL19A1 COL1A1 COL1A2 COL20A1 COL21A1 COL22A1 COL23A1 COL24A1 COL25A1 COL27A1 COL2A1 COL3A1 COL4A1 COL4A2 COL4A3 COL4A4 COL4A5 COL4A6 COL5A1 COL5A2 COL5A3 COL6A1 COL6A2 COL6A3 COL7A1 COL8A1 COL8A2 COL9A1 COL9A2 COL9A3 CREB1 CREB3 CREB3L4 CSF1R CTGF CTNNB1 CXCL12 DCHS1 DDR1 DDR2 DIRAS3 DOCK1 DSP ECM1 ECM2 EFEMP1 EFEMP2 EGF EGFR ELN EPHA1 EPHA2 EPHA3 EPHA4 EPHA5 EPHA7 EPHA8 EPHB1 EPHB2 EPHB3 EPHB4 EPHB6 EPOR EPYC ERBB2 ERBB3 ERBB4 FBLIM1 FBN1 FBN2 FBN3 FERMT2 FGF1 FGF10 FGF11 FGF12 FGF13 FGF14 FGF16 FGF17 FGF18 FGF19 FGF2 FGF20 FGF21 FGF22 FGF23 FGF4 FGF5 FGF6 FGF7 FGF8 FGFR1 FGFR2 FGFR3 FGFR4 FIGF FLNA FLNB FLNC FLT1 FLT3 FLT4 FN1 FOS FOSB FOSL1 FOSL2 FRAS1 FREM1 FREM2 FREM3 GAS1 GAS2 GAS6 GAS8 GDF1 GDF10 GDF15 GDF2 GDF5 GDF6 GDF9 GFER GH1 GH2 GHRH GMFG GNRH1 GNRH2 GPC6 GSK3A GSK3B HAPLN1 HAPLN2 HAPLN3 HAPLN4 HDGF HGF HIF1A HNF1A HNF1B HNF4A HSPG2 IGF1 IGF1R IGF2 IGF2AS IL2 IL3 IL6 IL9 ILK IMPG1 IMPG2 INSR INSRR IRS1 IRS2 IRS4 ITGAD ITGAE ITGAL ITGAM ITGAV ITGAX ITGB1 ITGB2 ITGB3 ITGB4 ITGB5 ITGB6 ITGB7 ITGB8 JUN JUNB JUND KDR KIT KITLG KLF10 KRT18 LAMA1 LAMA2 LAMA3 LAMA4 LAMA5 LAMB1 LAMB2 LAMB3 LAMB4 LAMC1 LAMC2 LAMC3 LEF1 LEFTY1 LEFTY2 LHB LIFR LIMS1 LIMS2 LMTK2 LMTK3 LTBP1 LTBP2 LTBP3 LTBP4 MAPK1 MAPK10 MAPK3 MAPK6 MAPK8 MAPK9 MDK MEPE MERTK MET MMRN2 MST1R MTOR MUC1 MUSK MYC MYH1 MYH10 MYH11 MYH13 MYH14 MYH15 MYH16 MYH2 MYH3 MYH4 MYH6 MYH7 MYH7B MYH8 MYH9 MYL1 MYL12A MYL12B MYL2 MYL3 MYL4 MYL5 MYL6 MYL7 MYL9 MYLPF MYO10 MYO15A MYO18B MYO1A MYO1B MYO1C MYO1D MYO1E MYO1F MYO1G MYO3A MYO3B MYO5A MYO5B MYO6 MYO7A MYO7B MYO9A MYO9B NACA NANOS2 NCAN NCK2 NFE2L1 NFKB1 NGF NRG1 NRG2 NRG3 NRG4 NTF3 NTF4 NTRK1 NTRK2 NTRK3 NUDT6 OGN PARVA PARVB PCDHGA12 PDGFA PDGFB PDGFC PDGFD PDGFRA PDGFRB PDPK1 PENK PGF PIK3R1 PIK3R2 PIK3R3 PIK3R4 PIK3R5 PPAP2B PPBP PPP1R14B PPP2CA PPP2CB PPP2R1A PPP2R1B PPP2R2A PPP2R2B PPP2R2C PPP2R3A PPP2R3B PPP2R4 PPP2R5A PPP2R5B PPP2R5C PPP2R5D PPP2R5E PRG2 PRG4 PROK1 PSIP1 PTEN PTGS2 PTK2 PTK2B PTK7 PTN PXN RAC1 RAC2 RAC3 RET RHOA RHOB RHOC RHOD RHOG RHOH RHOJ RHOQ RND2 RND3 ROR1 ROR2 ROS1 RPS6KA4 RPS6KA5 RSU1 RYK SEMA3A SEMA4B SEMA4G SEMA5A SMC3 SNAI1 SNAI2 SPOCK1 SPOCK2 SPOCK3 SPON1 SPON2 SPP1 TBRG1 TCF12 TCF15 TCF19 TCF20 TCF21 TCF23 TCF3 TCF4 TCF7 TCF7L1 TCF7L2 TDGF1 TEAD1 TEAD4 TEK TESK1 TFAM TGFA TGFB1 TGFB1I1 TGFB2 TGFB3 THPO TIE1 TIMP1 TIMP2 TIMP3 TIMP4 TMSB4X TMSB4Y TNC TNF TNF TYMP TYRO3 UTS2 VCAN VEGFA VEGFB VEGFC VIM ZEB1 ZNF354A 
